lb
0
0.003601518
9.00E-05
0.001775034
0.001993697
3.86E-05
0.001633546
3.86E-05
0
0.001311981
3.86E-05
0.001363432
0.001041868
0.000257251
0.000128626
0.000514503
0.000295839
0.000643128
0
0.008862306
0.004489035
0
0.000347289
0.000282976
2.57E-05
0.001517782
2.57E-05
0.000308702
0.003138465
0
0.000591678
0.000347289
0.002984115
0.000321564
0.00255965
0
9.00E-05
0
2.57E-05
0.000463052
0
0.000218664
0
0
2.57E-05
1.29E-05
0.000373014
3.86E-05
0
1.29E-05
5.15E-05
2.57E-05
0
0
0.000514503
0.000643128
0
1.29E-05
0
0
5.15E-05
0
5.15E-05
3.86E-05
0
1.29E-05
0.000205801
0.000167213
2.57E-05
0.000282976
0.000437327
0.217107209
0.001839347
0.067412695
0.116161811
0.001929385
0.033056788
0.000192938
0.000257251
0.029982636
0.001543508
0.103878063
0.044967522
0.006482732
0.026522606
0.04299955
0.060222522
0.054768795
1.29E-05
0.177683452
0.174120522
0.001311981
0.001736446
0.001016143
0.00050164
0.088867451
0.000681716
0.025313525
0.096379188
0.000385877
0.053366776
0.010212875
0.520715159
0.008450704
0.139082899
0.000115763
0.029288057
0
0.000681716
0.007781851
0
0.003318541
3.86E-05
0.000180076
0.001736446
0.000308702
0.022007846
0.003305679
0.000758891
0.0026111
0.003524342
0.012811113
0.004681973
0
0.016181105
0.043256801
0.000141488
5.15E-05
1.29E-05
0.000167213
0.010367226
5.15E-05
0.005132163
0.007293074
0
0.007421699
0.001389157
0.042677986
0.000475915
0.012618175
0.000282976
0.13878706
0.000668853
0.071644479
0.071374365
0.001067593
0.024065856
6.43E-05
2.57E-05
0.013775806
0.000938967
0.076943855
0.022483761
0.004900637
0.025004823
0.024400283
0.06538041
0.068724677
0
0.096070487
0.126323236
0.000720304
0.000913242
0.001041868
0.000167213
0.070088109
0.000360152
0.018779343
0.062499196
0.000321564
0.038407615
0.008553605
0.254974596
0.006778571
0.110540871
3.86E-05
0.031384655
0
0.000733166
0.012823976
7.72E-05
0.00361438
3.86E-05
5.15E-05
0.00160782
0.000180076
0.027487298
0.004103158
0.001324844
0.003138465
0.003871632
0.017608849
0.009839861
0
0.018457779
0.051398804
7.72E-05
0.000154351
0
2.57E-05
0.013930156
5.15E-05
0.005428002
0.010920316
2.57E-05
0.011936459
0.001582095
0.03386713
0.000565953
0.055669175
3.86E-05
0.049134993
0
0.016168242
0.030715802
0.000231526
0.013505692
1.29E-05
2.57E-05
0.001646408
0.000347289
0.040555663
0.009904174
0.001530645
0.007203036
0.006431282
0.033404077
0.022187922
0
0.035320599
0.059875233
0.000295839
0.000218664
0.000398739
6.43E-05
0.02684417
9.00E-05
0.007305936
0.025403563
0.000141488
0.017248698
0.001839347
0.108251334
0.001247669
0.067772847
1.29E-05
0.02338414
0
0.000141488
0.012528137
6.43E-05
0.003022702
0
0
0.000681716
0.000115763
0.022020709
0.00456621
0.000990417
0.000797479
0.001852209
0.014135957
0.006315519
0
0.013660042
0.038060325
5.15E-05
2.57E-05
0
0
0.006405557
0.000115763
0.0025082
0.010109975
1.29E-05
0.007614638
0.000514503
0.019345296
0.000347289
0.041468905
1.29E-05
0.008862306
0
0.000218664
0.003820181
3.86E-05
0.001594958
0
2.57E-05
0.000321564
0.000141488
0.009119558
0.002225223
0.000514503
0.001324844
0.000360152
0.007215898
0.004681973
0
0.006547045
0.019744035
0
2.57E-05
1.29E-05
1.29E-05
0.00200656
3.86E-05
3.86E-05
0.002881214
0
0.002701138
0.000347289
0.015473664
3.86E-05
0.005878192
0
0.003704418
0
0
0.001479195
0
0.000784616
0
1.29E-05
0.000115763
5.15E-05
0.004501897
0.000797479
0.000282976
0.000192938
0.000231526
0.003447167
0.002019422
0
0.002894077
0.010071387
0
0
0
0
0.000938967
0
6.43E-05
0.001221944
0
0.001067593
3.86E-05
0.001543508
1.29E-05
0.001749309
0.000771754
0.417493086
0.002598238
0.157219114
0.224065856
0.003305679
0.07385684
0.000308702
0.000334427
0.047038395
0.00300984
0.23186057
0.080622548
0.013685768
0.060183935
0.074705769
0.166518747
0.151006496
1.29E-05
0.32448389
0.384552061
0.002328124
0.003241366
0.002752589
0.000771754
0.189324072
0.001196218
0.051746093
0.190301627
0.000848929
0.112315905
0.021300405
0.902398868
0.016837096
0.325834459
0.000167213
0.087851309
0
0.001582095
0.035076211
0.000141488
0.010958904
7.72E-05
0.000244389
0.004167471
0.000668853
0.076390765
0.012811113
0.003357129
0.006752846
0.00953116
0.048028812
0.022856775
0
0.051707505
0.143430446
0.000270114
0.000244389
1.29E-05
0.000192938
0.031693356
0.000218664
0.013184128
0.029583896
3.86E-05
0.028053251
0.003730143
0.097601132
0.001427745
0.111788539
0.000938967
0.505344395
0.002598238
0.158801209
0.259142067
0.003447167
0.084815744
0.000385877
0.000578815
0.051205865
0.003678693
0.308251334
0.093433661
0.017042897
0.066936781
0.084236928
0.214547559
0.173863271
1.29E-05
0.376191395
0.527982507
0.002598238
0.003485755
0.002765451
0.000964692
0.221017429
0.001414882
0.064930221
0.219885523
0.000887517
0.140369156
0.025030549
1
0.01826484
0.437622998
